transaction_id,buy_transaction_id,ticker,close_date,entry_price,exit_price,pnl,pnl_pct,exit_reason,holding_days,regime_at_entry,regime_at_exit,composite_score_at_entry,signal_rank_at_entry,summary,what_worked,what_failed,pattern_tags,recommendation
afe4358f,244ada06,FANG,2026-04-01T23:46:02,198.0,188.56,-10365.12,-4.77,INTELLIGENCE,1,BEAR,BEAR,0.0,,Loss taken: FANG closed at -4.8%,[],"[""Trade lost money: -4.8%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
827022f4,48240c05,EOG,2026-04-02T09:45:39,145.75,146.19,649.44,0.3,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: EOG closed at +0.3%,"[""Trade was profitable: +0.3%""]",[],[],Continue current strategy - trade executed as planned
134984ec,91474bd3,CTRA,2026-04-02T09:45:39,35.14,35.22,488.0,0.23,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: CTRA closed at +0.2%,"[""Trade was profitable: +0.2%""]",[],[],Continue current strategy - trade executed as planned
508c41a7,26b4cfab,PSX,2026-04-02T09:45:39,177.52,180.9,4647.5,1.9,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: PSX closed at +1.9%,"[""Trade was profitable: +1.9%""]",[],[],Continue current strategy - trade executed as planned
57ba2f1b,e8da0e61,DVN,2026-04-06T14:19:02,50.42,49.62,-1592.0,-1.59,INTELLIGENCE,4,BEAR,BEAR,0.0,,Loss taken: DVN closed at -1.6%,[],"[""Trade lost money: -1.6%""]",[],Document lessons and move on - losses are part of trading
5e9e4069,539d8c12,FANG,2026-04-06T14:19:02,200.92,194.2,-3360.0,-3.34,INTELLIGENCE,4,BEAR,BEAR,0.0,,Loss taken: FANG closed at -3.3%,[],"[""Trade lost money: -3.3%""]",[],Document lessons and move on - losses are part of trading
c93a0224,22f5939e,MPC,2026-04-06T14:19:02,247.57,241.63,-2411.64,-2.4,INTELLIGENCE,4,BEAR,BEAR,0.0,,Loss taken: MPC closed at -2.4%,[],"[""Trade lost money: -2.4%""]",[],Document lessons and move on - losses are part of trading
b5ce90c5,6272cbfb,VLO,2026-04-06T14:19:02,250.66,244.9,-2292.48,-2.3,INTELLIGENCE,4,BEAR,BEAR,0.0,,Loss taken: VLO closed at -2.3%,[],"[""Trade lost money: -2.3%""]",[],Document lessons and move on - losses are part of trading
f1c9f2a4,73c692bf,XOM,2026-04-06T14:19:02,165.78,162.5,-1977.84,-1.98,INTELLIGENCE,4,BEAR,BEAR,0.0,,Loss taken: XOM closed at -2.0%,[],"[""Trade lost money: -2.0%""]",[],Document lessons and move on - losses are part of trading
4c60faa6,79d593c3,HAL,2026-04-06T14:19:02,37.8,37.85,90.45,0.13,INTELLIGENCE,4,BEAR,BEAR,0.0,,Profitable exit: HAL closed at +0.1%,"[""Trade was profitable: +0.1%""]",[],[],Continue current strategy - trade executed as planned
9ff1e419,3ef9ca13,OXY,2026-04-06T14:20:22,61.6,62.96,2128.4,2.21,INTELLIGENCE,4,BEAR,BEAR,0.0,,Profitable exit: OXY closed at +2.2%,"[""Trade was profitable: +2.2%""]",[],[],Continue current strategy - trade executed as planned
