transaction_id,buy_transaction_id,ticker,close_date,entry_price,exit_price,pnl,pnl_pct,exit_reason,holding_days,regime_at_entry,regime_at_exit,composite_score_at_entry,signal_rank_at_entry,summary,what_worked,what_failed,pattern_tags,recommendation
cada982b,5cd36607,PR,2026-03-26T17:29:52,20.55,21.6,12678.75,5.11,INTELLIGENCE,2,BEAR,BEAR,0.0,,Profitable exit: PR closed at +5.1%,"[""Trade was profitable: +5.1%""]",[],[],Continue current strategy - trade executed as planned
3cb85325,256c9ab6,MTDR,2026-03-26T17:29:52,60.43,64.55,16611.84,6.82,INTELLIGENCE,2,BEAR,BEAR,0.0,,Profitable exit: MTDR closed at +6.8%,"[""Trade was profitable: +6.8%""]",[],[],Continue current strategy - trade executed as planned
2a525f03,da0b3509,TERN,2026-03-26T17:29:52,50.0,53.01,14448.0,6.02,INTELLIGENCE,2,BEAR,BEAR,0.0,,Profitable exit: TERN closed at +6.0%,"[""Trade was profitable: +6.0%""]",[],[],Continue current strategy - trade executed as planned
ca16e6c3,292e1898,DVN,2026-03-26T17:29:52,50.0,51.15,4855.3,2.3,INTELLIGENCE,2,BEAR,BEAR,0.0,,Profitable exit: DVN closed at +2.3%,"[""Trade was profitable: +2.3%""]",[],[],Continue current strategy - trade executed as planned
938013a7,9e744e67,RRC,2026-03-27T09:39:44,45.7,47.73,2529.38,4.44,INTELLIGENCE,2,SIDEWAYS,BEAR,0.0,,Profitable exit: RRC closed at +4.4%,"[""Trade was profitable: +4.4%""]",[],"[""regime_change""]",Continue current strategy - trade executed as planned
6b7f3f0a,afa5ccb0,GLRE,2026-03-30T09:40:50,17.12,16.77,-5092.5,-2.04,INTELLIGENCE,3,BEAR,BEAR,0.0,,Loss taken: GLRE closed at -2.0%,[],"[""Trade lost money: -2.0%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
7c46f42a,58851e06,SCHL,2026-03-30T09:40:50,39.5,39.14,-2275.92,-0.91,INTELLIGENCE,3,BEAR,BEAR,0.0,,Loss taken: SCHL closed at -0.9%,[],"[""Trade lost money: -0.9%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
431f9d5a,7638f554,EPSN,2026-03-30T09:40:50,6.14,6.14,0.0,0.0,INTELLIGENCE,3,BEAR,BEAR,0.0,,Profitable exit: EPSN closed at +0.0%,"[""Trade was profitable: +0.0%""]",[],[],Continue current strategy - trade executed as planned
937b3b61,65c023c0,BTU,2026-03-31T16:40:55,37.15,33.03,-23245.04,-11.09,STOP_LOSS,4,BEAR,BEAR,0.0,,Stop loss: BTU lost 11.1% in 4 days,[],"[""Trade lost money: -11.1%"", ""Stop loss triggered - thesis invalidated""]",[],Stop loss worked as intended - review if stop level was appropriate
4e2491c6,75988f36,PTEN,2026-04-02T09:40:45,10.84,10.84,0.0,0.0,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: PTEN closed at +0.0%,"[""Trade was profitable: +0.0%""]",[],[],Continue current strategy - trade executed as planned
5ffa3207,fc44e387,MTDR,2026-04-02T09:40:45,63.2,64.17,3746.14,1.53,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: MTDR closed at +1.5%,"[""Trade was profitable: +1.5%""]",[],[],Continue current strategy - trade executed as planned
8bd9b9b5,021ababb,EPSN,2026-04-02T09:40:45,6.28,6.41,4207.97,2.07,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: EPSN closed at +2.1%,"[""Trade was profitable: +2.1%""]",[],[],Continue current strategy - trade executed as planned
095da282,895365d6,EXAS,2026-04-06T14:12:38,104.91,104.95,97.2,0.04,INTELLIGENCE,5,BEAR,BEAR,0.0,,Profitable exit: EXAS closed at +0.0%,"[""Trade was profitable: +0.0%""]",[],[],Continue current strategy - trade executed as planned
